Start	End	Direction
hsa:7473	hsa:7481	0
hsa:7473	hsa:7482	0
hsa:7473	hsa:7483	0
hsa:7473	hsa:7484	0
hsa:7473	hsa:80326	0
hsa:7473	hsa:81029	0
hsa:7473	hsa:89780	0
hsa:7474	hsa:7475	0
hsa:7474	hsa:7476	0
hsa:7474	hsa:7477	0
hsa:7474	hsa:7478	0
hsa:7474	hsa:7479	0
hsa:7474	hsa:7480	0
hsa:7474	hsa:7481	0
hsa:7474	hsa:7482	0
hsa:7474	hsa:7483	0
hsa:7474	hsa:7484	0
hsa:7474	hsa:80326	0
hsa:7474	hsa:81029	0
hsa:7474	hsa:89780	0
hsa:7475	hsa:7476	0
hsa:7475	hsa:7477	0
hsa:7475	hsa:7478	0
hsa:7475	hsa:7479	0
hsa:7475	hsa:7480	0
hsa:7475	hsa:7481	0
hsa:7475	hsa:7482	0
hsa:7475	hsa:7483	0
hsa:7475	hsa:7484	0
hsa:7475	hsa:80326	0
hsa:7475	hsa:81029	0
hsa:7475	hsa:89780	0
hsa:7476	hsa:7477	0
hsa:7476	hsa:7478	0
hsa:7476	hsa:7479	0
hsa:7476	hsa:7480	0
hsa:7476	hsa:7481	0
hsa:7476	hsa:7482	0
hsa:7476	hsa:7483	0
hsa:7476	hsa:7484	0
hsa:7476	hsa:80326	0
hsa:7476	hsa:81029	0
hsa:7476	hsa:89780	0
hsa:7477	hsa:7478	0
hsa:7477	hsa:7479	0
hsa:7477	hsa:7480	0
hsa:7477	hsa:7481	0
hsa:7477	hsa:7482	0
hsa:7477	hsa:7483	0
hsa:7477	hsa:7484	0
hsa:7477	hsa:80326	0
hsa:7477	hsa:81029	0
hsa:7477	hsa:89780	0
hsa:7478	hsa:7479	0
hsa:7478	hsa:7480	0
hsa:7478	hsa:7481	0
hsa:7478	hsa:7482	0
hsa:7478	hsa:7483	0
hsa:7478	hsa:7484	0
hsa:7478	hsa:80326	0
hsa:7478	hsa:81029	0
hsa:7478	hsa:89780	0
hsa:7479	hsa:7480	0
hsa:7479	hsa:7481	0
hsa:7479	hsa:7482	0
hsa:7479	hsa:7483	0
hsa:7479	hsa:7484	0
hsa:7479	hsa:80326	0
hsa:7479	hsa:81029	0
hsa:7479	hsa:89780	0
hsa:7480	hsa:7481	0
hsa:7480	hsa:7482	0
hsa:7480	hsa:7483	0
hsa:7480	hsa:7484	0
hsa:7480	hsa:80326	0
hsa:7480	hsa:81029	0
hsa:7480	hsa:89780	0
hsa:7481	hsa:7482	0
hsa:7481	hsa:7483	0
hsa:7481	hsa:7484	0
hsa:7481	hsa:80326	0
hsa:7481	hsa:81029	0
hsa:7481	hsa:89780	0
hsa:7482	hsa:7483	0
hsa:7482	hsa:7484	0
hsa:7482	hsa:80326	0
hsa:7482	hsa:81029	0
hsa:7482	hsa:89780	0
hsa:7483	hsa:7484	0
hsa:7483	hsa:80326	0
hsa:7483	hsa:81029	0
hsa:7483	hsa:89780	0
hsa:7484	hsa:80326	0
hsa:7484	hsa:81029	0
hsa:7484	hsa:89780	0
hsa:80326	hsa:81029	0
hsa:80326	hsa:89780	0
hsa:81029	hsa:89780	0
hsa:4040 hsa:4041	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	0
hsa:51384	hsa:4040 hsa:4041	1
hsa:51384	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:54361	hsa:4040 hsa:4041	1
hsa:54361	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7471	hsa:4040 hsa:4041	1
hsa:7471	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7472	hsa:4040 hsa:4041	1
hsa:7472	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7473	hsa:4040 hsa:4041	1
hsa:7473	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7474	hsa:4040 hsa:4041	1
hsa:7474	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7475	hsa:4040 hsa:4041	1
hsa:7475	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7476	hsa:4040 hsa:4041	1
hsa:7476	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7477	hsa:4040 hsa:4041	1
hsa:7477	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7478	hsa:4040 hsa:4041	1
hsa:7478	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7479	hsa:4040 hsa:4041	1
hsa:7479	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7480	hsa:4040 hsa:4041	1
hsa:7480	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7481	hsa:4040 hsa:4041	1
hsa:7481	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7482	hsa:4040 hsa:4041	1
hsa:7482	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7483	hsa:4040 hsa:4041	1
hsa:7483	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:7484	hsa:4040 hsa:4041	1
hsa:7484	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:80326	hsa:4040 hsa:4041	1
hsa:80326	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:81029	hsa:4040 hsa:4041	1
hsa:81029	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:89780	hsa:4040 hsa:4041	1
hsa:89780	hsa:11211 hsa:2535 hsa:7855 hsa:7976 hsa:8321 hsa:8322 hsa:8323 hsa:8324 hsa:8325 hsa:8326	1
hsa:11211	hsa:2535	0
hsa:11211	hsa:7855	0
hsa:11211	hsa:7976	0
hsa:11211	hsa:8321	0
hsa:11211	hsa:8322	0
hsa:11211	hsa:8323	0
hsa:11211	hsa:8324	0
hsa:11211	hsa:8325	0
hsa:11211	hsa:8326	0
hsa:2535	hsa:7855	0
hsa:2535	hsa:7976	0
hsa:2535	hsa:8321	0
hsa:2535	hsa:8322	0
hsa:2535	hsa:8323	0
hsa:2535	hsa:8324	0
hsa:2535	hsa:8325	0
hsa:2535	hsa:8326	0
hsa:7855	hsa:7976	0
hsa:7855	hsa:8321	0
hsa:7855	hsa:8322	0
hsa:7855	hsa:8323	0
hsa:7855	hsa:8324	0
hsa:7855	hsa:8325	0
hsa:7855	hsa:8326	0
hsa:7976	hsa:8321	0
hsa:7976	hsa:8322	0
hsa:7976	hsa:8323	0
hsa:7976	hsa:8324	0
hsa:7976	hsa:8325	0
hsa:7976	hsa:8326	0
hsa:8321	hsa:8322	0
hsa:8321	hsa:8323	0
hsa:8321	hsa:8324	0
hsa:8321	hsa:8325	0
hsa:8321	hsa:8326	0
hsa:8322	hsa:8323	0
hsa:8322	hsa:8324	0
hsa:8322	hsa:8325	0
hsa:8322	hsa:8326	0
hsa:8323	hsa:8324	0
